  5.78509E-03,  6.18817E-03,  6.60046E-03,  7.01324E-03,  7.41485E-03,  7.79053E-03,  8.12278E-03,  8.39236E-03,  8.57996E-03,  8.66855E-03,  8.64603E-03,  8.50747E-03,  8.25642E-03,  7.90460E-03,  7.47016E-03,  6.97491E-03,  6.44136E-03,  5.89027E-03,  5.33918E-03,  4.80173E-03,  4.28786E-03,  3.80422E-03,  3.35487E-03,  2.94180E-03,
  6.20039E-03,  6.67839E-03,  7.17548E-03,  7.68220E-03,  8.18484E-03,  8.66494E-03,  9.09936E-03,  9.46128E-03,  9.72256E-03,  9.85732E-03,  9.84639E-03,  9.68141E-03,  9.36723E-03,  8.92159E-03,  8.37192E-03,  7.75050E-03,  7.08939E-03,  6.41669E-03,  5.75457E-03,  5.11901E-03,  4.52055E-03,  3.96540E-03,  3.45660E-03,  2.99489E-03,
  6.63636E-03,  7.20259E-03,  7.80228E-03,  8.42594E-03,  9.05821E-03,  9.67658E-03,  1.02507E-02,  1.07431E-02,  1.11121E-02,  1.13173E-02,  1.13275E-02,  1.11278E-02,  1.07249E-02,  1.01468E-02,  9.43657E-03,  8.64344E-03,  7.81395E-03,  6.98610E-03,  6.18724E-03,  5.43489E-03,  4.73889E-03,  4.10366E-03,  3.53009E-03,  3.01682E-03,
  7.08680E-03,  7.75573E-03,  8.47844E-03,  9.24696E-03,  1.00455E-02,  1.08480E-02,  1.16154E-02,  1.22955E-02,  1.28259E-02,  1.31420E-02,  1.31904E-02,  1.29440E-02,  1.24119E-02,  1.16402E-02,  1.06994E-02,  9.66760E-03,  8.61333E-03,  7.58744E-03,  6.62170E-03,  5.73267E-03,  4.92670E-03,  4.20414E-03,  3.56210E-03,  2.99600E-03,
  7.54199E-03,  8.32831E-03,  9.19645E-03,  1.01426E-02,  1.11536E-02,  1.22017E-02,  1.32392E-02,  1.41946E-02,  1.49736E-02,  1.54703E-02,  1.55898E-02,  1.52792E-02,  1.45506E-02,  1.34835E-02,  1.22004E-02,  1.08291E-02,  9.47240E-03,  8.19555E-03,  7.03040E-03,  5.98633E-03,  5.06098E-03,  4.24705E-03,  3.53578E-03,  2.91816E-03,
  7.98772E-03,  8.90486E-03,  9.94114E-03,  1.11015E-02,  1.23807E-02,  1.37554E-02,  1.51729E-02,  1.65392E-02,  1.77132E-02,  1.85166E-02,  1.87736E-02,  1.83737E-02,  1.73302E-02,  1.57898E-02,  1.39773E-02,  1.21122E-02,  1.03482E-02,  8.76056E-03,  7.36725E-03,  6.15720E-03,  5.11034E-03,  4.20699E-03,  3.43039E-03,  2.76626E-03,
  8.40465E-03,  9.46223E-03,  1.06865E-02,  1.20977E-02,  1.37084E-02,  1.55121E-02,  1.74637E-02,  1.94523E-02,  2.12734E-02,  2.26245E-02,  2.31626E-02,  2.26407E-02,  2.10605E-02,  1.87130E-02,  1.60435E-02,  1.34459E-02,  1.11421E-02,  9.19072E-03,  7.55953E-03,  6.19094E-03,  5.03420E-03,  4.05281E-03,  3.22132E-03,  2.52056E-03,
  8.76802E-03,  9.96846E-03,  1.13926E-02,  1.30847E-02,  1.50897E-02,  1.74414E-02,  2.01338E-02,  2.30699E-02,  2.59824E-02,  2.83655E-02,  2.95222E-02,  2.88513E-02,  2.62845E-02,  2.24536E-02,  1.83216E-02,  1.46271E-02,  1.16477E-02,  9.32794E-03,  7.50023E-03,  6.01695E-03,  4.78394E-03,  3.74861E-03,  2.88063E-03,  2.15881E-03,
  9.04853E-03,  1.03829E-02,  1.20038E-02,  1.39885E-02,  1.64335E-02,  1.94488E-02,  2.31320E-02,  2.74920E-02,  3.22797E-02,  3.67204E-02,  3.93634E-02,  3.86062E-02,  3.40439E-02,  2.72162E-02,  2.04442E-02,  1.51448E-02,  1.14607E-02,  8.92127E-03,  7.04857E-03,  5.55440E-03,  4.30720E-03,  3.25576E-03,  2.37775E-03,  1.65657E-03,
  9.21454E-03,  1.06588E-02,  1.24504E-02,  1.47058E-02,  1.75904E-02,  2.13350E-02,  2.62430E-02,  3.26393E-02,  4.06242E-02,  4.93685E-02,  5.59708E-02,  5.57234E-02,  4.65805E-02,  3.29284E-02,  2.11453E-02,  1.37881E-02,  9.85279E-03,  7.62635E-03,  6.05548E-03,  4.73023E-03,  3.55584E-03,  2.53519E-03,  1.67978E-03,  9.87207E-04,
  9.23608E-03,  1.07490E-02,  1.26565E-02,  1.51121E-02,  1.83541E-02,  2.27635E-02,  2.89596E-02,  3.79237E-02,  5.09894E-02,  6.88597E-02,  8.72983E-02,  9.12321E-02,  6.94230E-02,  3.76890E-02,  1.63505E-02,  7.88612E-03,  5.71838E-03,  5.11181E-03,  4.43906E-03,  3.50951E-03,  2.49290E-03,  1.54686E-03,  7.50053E-04,  1.21279E-04,
  9.09009E-03,  1.06151E-02,  1.25553E-02,  1.50863E-02,  1.84964E-02,  2.32900E-02,  3.04118E-02,  4.17511E-02,  6.12459E-02,  9.65994E-02,  1.54383E-01,  1.88214E-01,  1.17616E-01,  2.88014E-02, -6.62274E-03, -7.47820E-03, -1.93641E-03,  1.41304E-03,  2.31052E-03,  1.91692E-03,  1.08564E-03,  2.41309E-04, -4.56119E-04, -9.74291E-04,
  8.76574E-03,  1.02371E-02,  1.21089E-02,  1.45513E-02,  1.78485E-02,  2.25175E-02,  2.96019E-02,  4.14954E-02,  6.45944E-02,  1.19607E-01,  2.93339E-01,  7.02562E-01,  2.05564E-01, -7.67930E-02, -8.09850E-02, -3.65189E-02, -1.19537E-02, -2.48631E-03,  2.95181E-05, -1.20365E-05, -7.34686E-04, -1.45916E-03, -1.99681E-03, -2.33559E-03,
  8.26787E-03,  9.62130E-03,  1.13246E-02,  1.35126E-02,  1.64002E-02,  2.03596E-02,  2.61179E-02,  3.53415E-02,  5.27345E-02,  9.56021E-02,  2.56150E-01,  8.32674E-01, -4.07896E-01, -7.41221E-01, -2.21222E-01, -6.60852E-02, -1.81010E-02, -4.70401E-03, -2.12377E-03, -2.42006E-03, -3.14726E-03, -3.67999E-03, -3.94271E-03, -3.99574E-03,
  7.61696E-03,  8.80026E-03,  1.02574E-02,  1.20691E-02,  1.43404E-02,  1.72014E-02,  2.07874E-02,  2.51347E-02,  2.96839E-02,  3.05356E-02,  1.42654E-03, -2.10207E-01, -9.75282E-01, -8.00934E-01, -2.34818E-01, -5.81479E-02, -1.29787E-02, -4.73478E-03, -4.82699E-03, -5.89213E-03, -6.49052E-03, -6.58345E-03, -6.35740E-03, -5.96937E-03,
  6.84528E-03,  7.82538E-03,  8.99435E-03,  1.03791E-02,  1.19825E-02,  1.37243E-02,  1.52686E-02,  1.54908E-02,  1.07043E-02, -1.17238E-02, -9.68467E-02, -3.56019E-01, -4.08874E-01, -2.59139E-01, -8.31582E-02, -9.45900E-03, -1.82254E-03, -6.88505E-03, -1.03893E-02, -1.14581E-02, -1.11610E-02, -1.02888E-02, -9.24969E-03, -8.22706E-03,
