  4.38157E-03,  4.70825E-03,  5.05395E-03,  5.41680E-03,  5.79382E-03,  6.18064E-03,  6.57132E-03,  6.95806E-03,  7.33116E-03,  7.67905E-03,  7.98861E-03,  8.24580E-03,  8.43678E-03,  8.54930E-03,  8.57433E-03,  8.50747E-03,  8.34982E-03,  8.10794E-03,  7.79302E-03,  7.41926E-03,  7.00220E-03,  6.55713E-03,  6.09793E-03,  5.63647E-03,  5.18235E-03,  4.74294E-03,  4.32363E-03,  3.92807E-03,  3.55850E-03,  3.21597E-03,  2.90066E-03,  2.61207E-03,  2.34919E-03,
  4.62337E-03,  4.99418E-03,  5.39068E-03,  5.81152E-03,  6.25405E-03,  6.71393E-03,  7.18476E-03,  7.65769E-03,  8.12109E-03,  8.56044E-03,  8.95846E-03,  9.29586E-03,  9.55277E-03,  9.71089E-03,  9.75618E-03,  9.68141E-03,  9.48776E-03,  9.18487E-03,  8.78932E-03,  8.32187E-03,  7.80456E-03,  7.25827E-03,  6.70115E-03,  6.14795E-03,  5.60999E-03,  5.09549E-03,  4.61001E-03,  4.15697E-03,  3.73810E-03,  3.35378E-03,  3.00344E-03,  2.68577E-03,  2.39901E-03,
  4.87007E-03,  5.29012E-03,  5.74428E-03,  6.23212E-03,  6.75175E-03,  7.29932E-03,  7.86843E-03,  8.44946E-03,  9.02891E-03,  9.58887E-03,  1.01068E-02,  1.05560E-02,  1.09075E-02,  1.11334E-02,  1.12109E-02,  1.11278E-02,  1.08850E-02,  1.04975E-02,  9.99060E-03,  9.39579E-03,  8.74498E-03,  8.06698E-03,  7.38538E-03,  6.71817E-03,  6.07822E-03,  5.47415E-03,  4.91123E-03,  4.39213E-03,  3.91760E-03,  3.48694E-03,  3.09844E-03,  2.74971E-03,  2.43794E-03,
  5.11803E-03,  5.59246E-03,  6.11146E-03,  6.67608E-03,  7.28587E-03,  7.93822E-03,  8.62752E-03,  9.34414E-03,  1.00732E-02,  1.07935E-02,  1.14761E-02,  1.20842E-02,  1.25752E-02,  1.29047E-02,  1.30350E-02,  1.29440E-02,  1.26319E-02,  1.21226E-02,  1.14573E-02,  1.06851E-02,  9.85339E-03,  9.00207E-03,  8.16129E-03,  7.35212E-03,  6.58818E-03,  5.87760E-03,  5.22443E-03,  4.62985E-03,  4.09293E-03,  3.61134E-03,  3.18175E-03,  2.80028E-03,  2.46274E-03,
  5.36245E-03,  5.89611E-03,  6.48711E-03,  7.13875E-03,  7.85297E-03,  8.62955E-03,  9.46499E-03,  1.03512E-02,  1.12734E-02,  1.22080E-02,  1.31195E-02,  1.39584E-02,  1.46609E-02,  1.51554E-02,  1.53754E-02,  1.52792E-02,  1.48647E-02,  1.41725E-02,  1.32733E-02,  1.22471E-02,  1.11659E-02,  1.00843E-02,  9.03927E-03,  8.05347E-03,  7.13935E-03,  6.30273E-03,  5.54506E-03,  4.86486E-03,  4.25867E-03,  3.72174E-03,  3.24853E-03,  2.83315E-03,  2.46965E-03,
  5.59712E-03,  6.19416E-03,  6.86382E-03,  7.61264E-03,  8.44622E-03,  9.36836E-03,  1.03798E-02,  1.14764E-02,  1.26468E-02,  1.38685E-02,  1.51019E-02,  1.62827E-02,  1.73173E-02,  1.80860E-02,  1.84665E-02,  1.83737E-02,  1.77987E-02,  1.68166E-02,  1.55566E-02,  1.41557E-02,  1.27242E-02,  1.13346E-02,  1.00279E-02,  8.82347E-03,  7.72864E-03,  6.74402E-03,  5.86636E-03,  5.09001E-03,  4.40780E-03,  3.81162E-03,  3.29294E-03,  2.84326E-03,  2.45437E-03,
  5.81433E-03,  6.47762E-03,  7.23139E-03,  8.08662E-03,  9.05419E-03,  1.01441E-02,  1.13641E-02,  1.27184E-02,  1.42047E-02,  1.58090E-02,  1.74965E-02,  1.91941E-02,  2.07693E-02,  2.20196E-02,  2.27054E-02,  2.26407E-02,  2.17948E-02,  2.03205E-02,  1.84745E-02,  1.65026E-02,  1.45726E-02,  1.27714E-02,  1.11318E-02,  9.65955E-03,  8.34961E-03,  7.19294E-03,  6.17891E-03,  5.29586E-03,  4.53142E-03,  3.87298E-03,  3.30805E-03,  2.82476E-03,  2.41210E-03,
  6.00483E-03,  6.73525E-03,  7.57645E-03,  8.54518E-03,  9.65953E-03,  1.09383E-02,  1.24004E-02,  1.40636E-02,  1.59433E-02,  1.80492E-02,  2.03739E-02,  2.28620E-02,  2.53507E-02,  2.75016E-02,  2.88185E-02,  2.88513E-02,  2.75005E-02,  2.51166E-02,  2.22603E-02,  1.93914E-02,  1.67489E-02,  1.44039E-02,  1.23487E-02,  1.05542E-02,  8.99168E-03,  7.63730E-03,  6.47006E-03,  5.47019E-03,  4.61844E-03,  3.89617E-03,  3.28576E-03,  2.77106E-03,  2.33757E-03,
  6.15788E-03,  6.95355E-03,  7.88218E-03,  8.96778E-03,  1.02378E-02,  1.17229E-02,  1.34573E-02,  1.54791E-02,  1.78327E-02,  2.05738E-02,  2.37687E-02,  2.74609E-02,  3.15424E-02,  3.55019E-02,  3.82627E-02,  3.86062E-02,  3.61843E-02,  3.19319E-02,  2.72171E-02,  2.29101E-02,  1.92650E-02,  1.62255E-02,  1.36683E-02,  1.14947E-02,  9.63988E-03,  8.06064E-03,  6.72322E-03,  5.59752E-03,  4.65523E-03,  3.86976E-03,  3.21684E-03,  2.67489E-03,  2.22521E-03,
  6.26164E-03,  7.11697E-03,  8.12842E-03,  9.32857E-03,  1.07563E-02,  1.24576E-02,  1.44863E-02,  1.69068E-02,  1.98025E-02,  2.32988E-02,  2.76073E-02,  3.30589E-02,  3.99442E-02,  4.78063E-02,  5.43164E-02,  5.57234E-02,  5.06041E-02,  4.19873E-02,  3.36428E-02,  2.70525E-02,  2.20766E-02,  1.82096E-02,  1.50748E-02,  1.24653E-02,  1.02749E-02,  8.44135E-03,  6.91687E-03,  5.65835E-03,  4.62528E-03,  3.78047E-03,  3.09098E-03,  2.52852E-03,  2.06936E-03,
