  4.39322E-03,  4.72095E-03,  5.06758E-03,  5.43119E-03,  5.80871E-03,  6.19568E-03,  6.58602E-03,  6.97188E-03,  7.34345E-03,  7.68910E-03,  7.99568E-03,  8.24918E-03,  8.43580E-03,  8.54344E-03,  8.56326E-03,  8.49110E-03,  8.32836E-03,  8.08193E-03,  7.76323E-03,  7.38668E-03,  6.96789E-03,  6.52213E-03,  6.06320E-03,  5.60281E-03,  5.15038E-03,  4.71312E-03,  4.29622E-03,  3.90320E-03,  3.53616E-03,  3.19610E-03,  2.88311E-03,  2.59666E-03,  2.33572E-03,
  4.63791E-03,  5.01025E-03,  5.40821E-03,  5.83037E-03,  6.27396E-03,  6.73450E-03,  7.20546E-03,  7.67784E-03,  8.13989E-03,  8.57696E-03,  8.97172E-03,  9.30485E-03,  9.55654E-03,  9.70862E-03,  9.74728E-03,  9.66562E-03,  9.46526E-03,  9.15633E-03,  8.75582E-03,  8.28476E-03,  7.76531E-03,  7.21830E-03,  6.66171E-03,  6.11005E-03,  5.57440E-03,  5.06269E-03,  4.58028E-03,  4.13039E-03,  3.71459E-03,  3.33318E-03,  2.98551E-03,  2.67027E-03,  2.38567E-03,
  4.88791E-03,  5.31012E-03,  5.76645E-03,  6.25638E-03,  6.77787E-03,  7.32691E-03,  7.89689E-03,  8.47799E-03,  9.05652E-03,  9.61436E-03,  1.01288E-02,  1.05732E-02,  1.09186E-02,  1.11370E-02,  1.12060E-02,  1.11137E-02,  1.08620E-02,  1.04662E-02,  9.95262E-03,  9.35308E-03,  8.69963E-03,  8.02094E-03,  7.34030E-03,  6.67535E-03,  6.03855E-03,  5.43817E-03,  4.87917E-03,  4.36397E-03,  3.89314E-03,  3.46590E-03,  3.08046E-03,  2.73444E-03,  2.42503E-03,
  5.13960E-03,  5.61700E-03,  6.13910E-03,  6.70685E-03,  7.31964E-03,  7.97465E-03,  8.66600E-03,  9.38376E-03,  1.01128E-02,  1.08315E-02,  1.15108E-02,  1.21138E-02,  1.25977E-02,  1.29181E-02,  1.30374E-02,  1.29340E-02,  1.26093E-02,  1.20884E-02,  1.14139E-02,  1.06353E-02,  9.80038E-03,  8.94856E-03,  8.10948E-03,  7.30362E-03,  6.54405E-03,  5.83836E-03,  5.19020E-03,  4.60043E-03,  4.06795E-03,  3.59032E-03,  3.16419E-03,  2.78568E-03,  2.45066E-03,
  5.38816E-03,  5.92580E-03,  6.52110E-03,  7.17728E-03,  7.89610E-03,  8.67708E-03,  9.51639E-03,  1.04055E-02,  1.13292E-02,  1.22635E-02,  1.31725E-02,  1.40065E-02,  1.47016E-02,  1.51855E-02,  1.53915E-02,  1.52782E-02,  1.48452E-02,  1.41358E-02,  1.32231E-02,  1.21884E-02,  1.11032E-02,  1.00216E-02,  8.97948E-03,  7.99859E-03,  7.09054E-03,  6.26041E-03,  5.50913E-03,  4.83483E-03,  4.23388E-03,  3.70146E-03,  3.23205E-03,  2.81982E-03,  2.45893E-03,
  5.62732E-03,  6.22958E-03,  6.90507E-03,  7.66028E-03,  8.50066E-03,  9.42972E-03,  1.04478E-02,  1.15502E-02,  1.27249E-02,  1.39488E-02,  1.51817E-02,  1.63594E-02,  1.73880E-02,  1.81465E-02,  1.85102E-02,  1.83931E-02,  1.77891E-02,  1.67793E-02,  1.54985E-02,  1.40855E-02,  1.26493E-02,  1.12608E-02,  9.95891E-03,  8.76175E-03,  7.67538E-03,  6.69937E-03,  5.82978E-03,  5.06055E-03,  4.38437E-03,  3.79316E-03,  3.27849E-03,  2.83202E-03,  2.44569E-03,
  5.84927E-03,  6.51923E-03,  7.28072E-03,  8.14473E-03,  9.12206E-03,  1.02225E-02,  1.14534E-02,  1.28182E-02,  1.43135E-02,  1.59247E-02,  1.76164E-02,  1.93161E-02,  2.08924E-02,  2.21404E-02,  2.28119E-02,  2.27120E-02,  2.18147E-02,  2.02898E-02,  1.84084E-02,  1.64184E-02,  1.44831E-02,  1.26846E-02,  1.10528E-02,  9.59129E-03,  8.29308E-03,  7.14773E-03,  6.14369E-03,  5.26895E-03,  4.51115E-03,  3.85788E-03,  3.29692E-03,  2.81664E-03,  2.40628E-03,
  6.04454E-03,  6.78333E-03,  7.63449E-03,  8.61497E-03,  9.74297E-03,  1.10373E-02,  1.25164E-02,  1.41976E-02,  1.60950E-02,  1.82168E-02,  2.05552E-02,  2.30588E-02,  2.55731E-02,  2.77599E-02,  2.90927E-02,  2.90762E-02,  2.76149E-02,  2.51185E-02,  2.21919E-02,  1.92934E-02,  1.66442E-02,  1.43041E-02,  1.22606E-02,  1.04815E-02,  8.93510E-03,  7.59523E-03,  6.43986E-03,  5.44909E-03,  4.60405E-03,  3.88660E-03,  3.27963E-03,  2.76736E-03,  2.33560E-03,
  6.20214E-03,  7.00799E-03,  7.94914E-03,  9.05002E-03,  1.03385E-02,  1.18458E-02,  1.36063E-02,  1.56580E-02,  1.80443E-02,  2.08190E-02,  2.40480E-02,  2.77878E-02,  3.19712E-02,  3.61235E-02,  3.90718E-02,  3.93643E-02,  3.66276E-02,  3.20577E-02,  2.71769E-02,  2.28128E-02,  1.91535E-02,  1.61178E-02,  1.35763E-02,  1.14241E-02,  9.59072E-03,  8.02904E-03,  6.70442E-03,  5.58738E-03,  4.65065E-03,  3.86864E-03,  3.21783E-03,  2.67715E-03,  2.22821E-03,
  6.30983E-03,  7.17720E-03,  8.20384E-03,  9.42317E-03,  1.08751E-02,  1.26069E-02,  1.46740E-02,  1.71424E-02,  2.00970E-02,  2.36624E-02,  2.80513E-02,  3.36267E-02,  4.08347E-02,  4.95311E-02,  5.72212E-02,  5.87518E-02,  5.23284E-02,  4.25527E-02,  3.37536E-02,  2.70281E-02,  2.19985E-02,  1.81169E-02,  1.49971E-02,  1.24149E-02,  1.02500E-02,  8.43426E-03,  6.92023E-03,  5.66692E-03,  4.63591E-03,  3.79150E-03,  3.10162E-03,  2.53845E-03,  2.07851E-03,
